name,release_date,revenue,director,rating_is_G,rating_is_Not Rated,rating_is_PG,rating_is_PG-13,rating_is_R,genre_is_Action,genre_is_Adventure,genre_is_Black Comedy,genre_is_Comedy,genre_is_Concert/Performance,genre_is_Documentary,genre_is_Drama,genre_is_Horror,genre_is_Musical,genre_is_Romantic Comedy,genre_is_Thriller/Suspense,genre_is_Western,month,day,season,budget,runtime,is_animation
Hocus Pocus,1993.5369863013696,162321407.6452941,6.092,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,16,3,56708235.29411764,96.0,0.0
Pete’s Dragon,2016.6082191780824,92955675.48406921,2.744,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,12,3,79258417.462824,103.0,0.0
Night Crossing,1982.0958904109589,39131033.48854922,2.564,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,1,0.0,107.0,0.0
Lilo & Stitch,2002.468493150685,344071672.4503057,5.976,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,21,2,130141189.54974984,85.0,1.0
Metro,1997.0465753424655,107223150.41389406,3.623,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,100286760.12461057,117.0,0.0
National Treasure,2004.87397260274,362634020.6575701,4.334,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,19,4,154925886.7125463,131.0,0.0
Shanghai Noon,2000.4,151328367.2262195,1.713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,26,2,93472851.33565621,110.0,0.0
Dangerous Minds,1995.6054794520549,315991150.3144028,1.4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,11,3,44167093.175853014,99.0,0.0
The Distinguished Gentleman,1992.9150684931508,196806628.5424091,3.178,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,4,4,104296151.10477546,112.0,0.0
The Secret World of Arietty,2012.128767123288,25908461.854904745,3.075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,1,,,0.0
The Princess Diaries,2001.5835616438355,266411775.12049687,3.605,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,3,61141925.4658385,115.0,0.0
Step Up 3D,2010.5917808219176,60800422.38569449,1.451,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,3,40263280.99203874,107.0,0.0
Underdog,2007.5835616438355,75681741.5266082,1.114,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,3,35286507.31641442,81.0,0.0
Red Rock West,1994.0767123287671,10210754.672031038,3.075,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,28,1,,,0.0
Captain America: Civil War,2016.345205479452,497601841.432104,6.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,2,304840067.16470766,147.0,0.0
Mr. Wrong,1996.1260273972605,45553334.33250477,12.933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,1,0.0,96.0,0.0
Nixon,1995.958904109589,50507961.11072834,8.378,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,20,4,84493569.55380575,192.0,0.0
The Ref,1994.1890410958904,46211201.991396755,4.088,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,9,1,21722031.0391363,97.0,0.0
The Santa Clause 3: The Escape Clause,2006.830136986301,157788179.00394344,4.909,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,3,4,17419940.476190474,91.0,0.0
Ice Princess,2005.213698630137,48048593.90002559,0.707,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,18,1,37462237.58320532,98.0,0.0
King Arthur,2004.5123287671236,109104550.97633666,5.435,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,3,185911064.0550556,126.0,0.0
Nothing To Lose,1997.5424657534247,148957009.7334891,7.125,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,18,3,45584890.96573208,97.0,0.0
Herbie: Fully Loaded,2005.4712328767123,130088066.55755247,1.972,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,22,2,74924475.16641064,100.0,0.0
Father of the Bride,1991.958904109589,386385995.47764313,5.605,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,20,4,42974302.49632893,105.0,0.0
You Again,2010.7232876712328,36855827.70597919,1.872,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,24,3,26842187.32802582,105.0,0.0
Treasure Planet,2002.8958904109588,89779762.25667036,4.14,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,27,4,227747081.7120622,95.0,1.0
The Great Mouse Detective,1986.4986301369863,143223025.90679744,3.642,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,3,37382937.95620438,74.0,1.0
Cinderella,2015.2,248370155.7787627,17.719,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,13,1,117300552.28106,105.0,1.0
Frozen,2013.8821917808216,521345132.17877114,1.22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,22,4,188439282.78609353,102.0,1.0
Pirates of the Caribbean: On Stranger…,2011.383561643836,333409294.64497036,3.533,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,20,2,494395813.9762335,137.0,0.0
Zokkomon,2011.3068493150688,3882.30818132916,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,22,2,0.0,109.0,0.0
Gross Anatomy,1989.7945205479448,56576848.16016129,1.608,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,20,4,20061028.225806452,109.0,0.0
The Incredibles,2004.835616438356,549194774.164849,14.191,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,4,142531815.7755426,115.0,0.0
Frank McKlusky C.I.,2002.0027397260276,0.0,1.672,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,83.0,0.0
Taking Care of Business,1990.6219178082192,89483598.97704667,4.194,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,17,3,31347895.944912013,108.0,0.0
Tim Burton's The Nightmare Before Chr…,2006.7945205479448,44620476.37715773,3.075,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,20,4,,,0.0
Cocktail,1988.572602739726,396908183.32455623,4.338,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,29,3,49476754.015215546,104.0,0.0
Gun Shy,2000.0931506849315,4354398.789343786,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,16995063.87921022,101.0,0.0
Mr. Destiny,1990.772602739726,68790843.90726855,0.988,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,4,44782708.492731445,110.0,0.0
Herbie Goes to Monte Carlo,1977.4767123287672,511168449.07896036,2.31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,2,0.0,105.0,0.0
Evita,1996.972602739726,171746196.4457616,2.817,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,25,4,102587794.77374122,135.0,0.0
Dark Water,2005.5150684931507,50200134.11984126,2.31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,3,44954685.099846385,105.0,0.0
Piglet's Big Movie,2003.2219178082191,51371787.09706521,0.644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21,1,73163749.99999999,75.0,0.0
Kazaam,1996.5397260273971,67166383.58205864,5.089,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,17,3,37304652.64499681,93.0,0.0
Déjà Vu,2006.8821917808216,119423908.759375,10.348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,22,4,108874627.97619046,126.0,0.0
Waking Sleeping Beauty,2010.235616438356,115775.722383241,3.075,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,26,1,,,0.0
The Count of Monte Cristo,2002.0684931506848,127997241.9663424,2.16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,1,56936770.42801555,131.0,0.0
The Program,1993.7232876712328,95025293.18117645,1.691,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,24,3,0.0,112.0,0.0
When in Rome,2010.0794520547945,46862875.6427248,2.208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,1,73816015.15207101,91.0,0.0
Born Yesterday,1993.235616438356,73244786.06823528,0.813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,1,0.0,100.0,0.0
The Alamo,2004.271232876712,47122813.886421375,9.634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,224642535.73319212,137.0,0.0
Mad Love,1995.4,57483099.2285433,0.96,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,26,2,0.0,95.0,0.0
Armageddon,1998.495890410959,650528897.4897852,14.853,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,3,251360122.69938645,151.0,0.0
Air Bud,1997.5780821917808,82538899.13482866,10.049,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,3,5470186.915887849,98.0,0.0
Fire Birds,1990.3945205479447,66022974.717406265,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,24,2,49260979.34200459,85.0,0.0
The Black Cauldron,1985.558904109589,137496559.21942377,2.76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,24,3,67996050.1858736,80.0,1.0
Oz the Great and Powerful,2013.186301369863,305817019.08571106,10.164,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,251252377.04812473,130.0,0.0
Two Much,1996.2054794520548,3836886.1123326956,3.075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,1,,,0.0
102 Dalmatians,2000.8821917808216,176842203.4758711,1.165,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,22,4,144458042.97328687,100.0,0.0
The Pacifier,2005.1753424657531,222704054.95133126,4.369,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,83915412.18637991,95.0,0.0
Prom,2011.3260273972603,14010846.903516063,1.417,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,29,2,10408332.925815444,104.0,0.0
Un indien dans la ville,1996.2246575342465,3663199.3800828545,3.075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,22,1,,,0.0
Annapolis,2006.07397260274,32000594.69253472,7.808,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27,1,37743204.36507936,108.0,0.0
The Country Bears,2002.564383561644,40099950.868565865,1.293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,26,3,56936770.42801555,88.0,1.0
Planes: Fire and Rescue,2014.5424657534247,75458583.9779121,3.075,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,18,3,0.0,2.0,0.0
Tin Men,1987.1808219178083,141142153.18054575,4.638,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,1,0.0,112.0,0.0
Renaissance Man,1994.419178082192,98628830.59021592,2.141,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,78989203.77867745,128.0,0.0
Playing God,1997.786301369863,13954383.003582554,1.476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,17,4,21880747.663551398,94.0,0.0
Phenomenon,1996.5068493150684,372225449.1800191,4.334,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,3,59687444.2319949,123.0,0.0
Gnomeo and Juliet,2011.1123287671232,138262729.4334686,3.661,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,1,46837498.16616949,84.0,0.0
The Color of Money,1986.786301369863,314970806.22778285,10.908,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,17,4,36848895.98540146,119.0,0.0
Blackbeard's Ghost,1968.1041095890407,1165680908.658908,2.982,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,1,0.0,106.0,0.0
Ernest Scared Stupid,1991.7698630136983,60851928.19592511,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,11,4,0.0,91.0,0.0
The Emperor's New Groove,2000.945205479452,232474207.57293844,1.798,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,15,4,169950638.7921022,78.0,1.0
Double Take,2001.0328767123287,73401028.59285714,1.524,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,39659627.32919254,88.0,0.0
Rocket Man,1997.7671232876712,51733180.48566978,3.075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,,,0.0
Mulan,1998.4630136986304,389263166.09791404,1.29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,19,2,161588650.30674845,88.0,1.0
Song of the South,1946.854794520548,16186231461.397179,3.449,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,4,31891891.025641024,94.0,1.0
The Black Hole,1979.9616438356163,485248490.1924242,2.046,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,21,4,80621212.12121211,98.0,0.0
Raising Helen,2004.4054794520548,78835809.80582318,3.482,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,28,2,77462943.35627314,119.0,0.0
A Gun in Betty Lou's Handbag,1992.6328767123289,15217690.791625086,2.039,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,21,3,27116999.28724162,89.0,0.0
The Air Up There,1994.019178082192,84795277.55620782,5.089,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1,33570411.60593793,107.0,0.0
Roommates,1995.172602739726,44943606.36282808,2.164,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,42246784.77690288,108.0,0.0
Morning Light,2008.786301369863,439015.80212537677,0.644,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,17,4,0.0,97.0,0.0
Valiant,2005.627397260274,38385744.67619047,0.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,19,3,52447132.61648744,76.0,0.0
Down and Out in Beverly Hills,1986.0849315068488,376990088.27477187,1.999,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,31,1,37382937.95620438,103.0,0.0
Tarzan,1999.454794520548,498708456.3887755,1.165,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,16,2,228362244.8979592,88.0,1.0
The Royal Tenenbaums,2001.9424657534248,126841722.03509316,9.088,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,14,4,34702173.91304348,110.0,0.0
James and the Giant Peach,1996.2794520547943,102885827.23942,4.256,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,2,70878840.02549393,79.0,0.0
"Mystery, Alaska",1999.7424657534248,25919446.799489792,5.052,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,1,4,49185714.28571428,119.0,0.0
Last Dance,1996.33698630137,20837845.510962393,2.456,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,2,0.0,103.0,0.0
My Science Project,1985.6,26480520.496328995,0.709,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,9,3,0.0,94.0,0.0
Homeward Bound II: Lost in San Franc…,1996.186301369863,116361989.3845124,3.075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,,,0.0
The Muppets,2011.8849315068492,122544463.16763654,3.075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,23,4,58546872.70771186,103.0,0.0
Turner & Hooch,1989.5698630136983,354434378.4552822,2.075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,28,3,30681572.58064516,100.0,0.0
Oceans,2010.3068493150688,27850916.72781303,3.679,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,22,2,0.0,84.0,0.0
It's Pat,1994.6465753424657,248156.43205128206,1.6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,26,3,0.0,74.0,0.0
The Finest Hours,2016.0794520547945,33617223.64968521,2.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,1,97548821.49270645,117.0,0.0
Shoot to Kill,1988.1150684931504,148670407.3666103,2.075,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0.0,109.0,0.0
Hannah Montana the Movie,2009.27397260274,122012186.54218152,1.579,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,2,47744328.484130934,102.0,0.0
First Kid,1996.6575342465756,94129166.23161247,2.355,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,30,3,0.0,101.0,0.0
Consenting Adults,1992.783561643836,91488214.54073413,2.662,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,16,4,37546614.39771916,99.0,0.0
Dan in Real Life,2007.7945205479448,82359038.35821974,0.761,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,20,4,35286507.31641442,98.0,0.0
Sorority Boys,2002.2246575342465,24072642.043413006,3.522,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,22,1,19521178.432462476,93.0,0.0
Simon Birch,1998.6876712328767,58907038.334417164,2.208,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,11,3,35908588.95705521,114.0,0.0
In the Army Now,1994.6082191780824,117839623.03970984,2.632,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,12,3,0.0,91.0,0.0
Bad Company,2002.4301369863012,71181078.2589772,6.884,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,2,113873540.8560311,116.0,0.0
Wreck-It Ralph,2012.827397260274,255385073.33007395,4.588,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,4,210319411.65709904,101.0,1.0
Iron Man 3,2013.33698630137,532760858.04940397,6.41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,251252377.04812473,130.0,0.0
Cinderella,1950.123287671233,11179284144.321575,4.694,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,1,35215746.8879668,74.0,1.0
One Magic Christmas,1985.8821917808216,85445011.63531598,1.255,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,22,4,0.0,88.0,0.0
Beverly Hills Chihuahua,2008.7479452054797,150786616.52838093,8.105,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,4,27185408.470852703,91.0,0.0
WALL-E,2008.4849315068493,357178096.2749706,3.075,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,27,2,0.0,44.0,0.0
Aladdin,1992.8520547945209,921913683.446828,4.14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,4,58405844.618674256,90.0,1.0
Casanova,2005.972602739726,21839116.390092164,7.414,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,25,4,0.0,112.0,0.0
Thor: The Dark World,2013.8438356164384,268792536.6420412,5.834,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,4,213564520.49090603,112.0,0.0
Monkey Kingdom,2015.293150684932,20289688.90379171,1.121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,17,2,0.0,81.0,0.0
Ernest Saves Christmas,1988.8520547945209,143099641.51572272,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,4,14843026.204564665,95.0,0.0
Hannah Montana/Miley Cyrus: Best of B…,2008.0849315068488,104183990.6383794,3.075,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,,,0.0
Saving Mr. Banks,2013.9397260273968,108352548.65788534,7.29,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,13,4,43969165.983421825,125.0,0.0
The Aristocats,1970.3123287671235,1924595064.1712627,3.395,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,24,2,30170618.556701034,78.0,1.0
Calendar Girls,2003.9561643835616,67405524.29755434,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,19,4,15905163.043478258,108.0,0.0
Unstrung Heroes,1995.6986301369864,29507170.812007874,13.616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,15,3,0.0,93.0,0.0
Three Fugitives,1989.07397260274,202398822.0494758,3.707,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,1,35401814.51612903,96.0,0.0
Tomorrowland,2015.3890410958904,115369812.35485217,14.191,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,22,2,234601104.56212,130.0,0.0
The Village,2004.5753424657532,240168817.686289,16.355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,30,3,92955532.0275278,108.0,0.0
"Alexander and the Terrible, Horrible,…",2014.7671232876712,85367041.70573974,2.027,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,34613831.44092998,81.0,0.0
Arachnophobia,1990.5424657534247,237998308.85118592,3.561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,3,69413198.16373375,109.0,0.0
Lincoln,2012.8465753424657,244891244.91994563,30.112,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,9,4,82853101.5618875,149.0,0.0
The Horse Whisperer,1998.3698630136987,243276257.2687423,18.069,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,15,2,107725766.87116565,170.0,0.0
Muppets Most Wanted,2014.2219178082191,65281184.19703805,3.075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21,1,61810413.28737496,107.0,0.0
Fantasia 2000 (IMAX),2000.0027397260276,161202181.5323461,3.075,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0.0
Spaced Invaders,1990.3205479452056,67094465.95302219,4.074,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,27,2,6717406.273909717,100.0,0.0
Just Visiting,2001.2630136986304,11757210.543167701,1.105,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,2,57836956.52173912,88.0,0.0
Holes,2003.295890410959,149832035.67241848,3.497,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,18,2,31810326.086956516,117.0,0.0
The Last Shot,2004.7232876712328,975261.5553732131,2.625,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,24,3,0.0,90.0,0.0
The Jungle Book,1967.7890410958903,6918682668.222455,3.395,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,18,4,35048502.994011976,78.0,0.0
Meet the Robinsons,2007.2465753424656,169178462.0279297,1.922,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,30,1,211719043.8984865,95.0,1.0
Dead Poets Society,1989.4164383561645,477998879.9002822,5.072,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,2,38705983.87096774,128.0,0.0
Avengers: Age of Ultron,2015.331506849315,566754124.3857614,7.629,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,450681069.2903884,141.0,0.0
Man of the House,1995.172602739726,148964964.85331362,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0.0,96.0,0.0
Bears,2014.295890410959,22679506.512401998,1.121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,18,2,0.0,78.0,0.0
Passed Away,1992.3123287671235,17079220.64461867,1.045,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,24,2,0.0,96.0,0.0
ESPN's Ultimate X - The Movie,2002.3561643835617,9906793.082101166,3.075,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,2,,,0.0
Atlantis: The Lost Empire,2001.4328767123288,206871427.6900621,1.646,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,2,198298136.64596274,95.0,1.0
Ernest Goes to Camp,1987.3890410958904,130577874.44198944,1.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,22,2,7728565.14084507,92.0,0.0
Teacher's Pet: The Movie,2004.0438356164384,13653252.770884063,3.075,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,,,0.0
Spy Hard,1996.3945205479447,95824297.10873166,0.607,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,24,2,33574187.38049713,81.0,0.0
Snow Dogs,2002.049315068493,191543945.22865477,3.321,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,1,56936770.42801555,99.0,0.0
Frankenweenie,2012.7534246575344,47625891.343044676,11.195,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,4,49711860.9371325,87.0,0.0
Tuck Everlasting,2002.7698630136983,45207729.02248471,0.817,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,11,4,24401473.040578097,90.0,0.0
Hauru no ugoku shiro,2005.4383561643835,9282947.669482846,3.075,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,10,2,,,0.0
Gedo Senki (Tales from Earthsea),2010.6109589041096,69773.58174047033,3.075,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,13,3,,,0.0
Return to Oz,1985.468493150685,68583356.54990706,4.617,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,21,2,67996050.1858736,109.0,0.0
Disney's A Christmas Carol,2009.838356164384,211339731.20615554,3.075,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,6,4,0.0,64.0,0.0
Prefontaine,1997.0657534246573,1978553.843707165,1.4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,1,14587165.109034268,106.0,0.0
Beaches,1988.9616438356163,297804928.95042264,3.482,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,21,4,49476754.015215546,123.0,0.0
101 Dalmatians,1961.0684931506848,13339498599.169733,4.694,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,1,39151170.568561874,79.0,0.0
The Last Song,2010.2493150684927,90268627.87384892,0.941,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,31,1,26842187.32802582,107.0,0.0
Father Hood,1993.6493150684933,13477965.774705881,2.027,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,27,3,0.0,95.0,0.0
Encino Man,1992.3890410958904,169729591.36842477,1.883,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,22,2,14601461.154668564,88.0,0.0
Sweet Home Alabama,2002.731506849315,300172526.10286266,1.735,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,27,3,48802946.081156194,108.0,0.0
Play it to the Bone,1999.9698630136984,23153338.84285714,3.872,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,24,4,42159183.67346939,124.0,0.0
The Odd Life of Timothy Green,2012.6164383561645,69998050.25832556,1.204,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,15,3,31866577.523802884,105.0,0.0
