name,release_date,MovieSuccessLevel,director,rating_is_G,rating_is_Not Rated,rating_is_PG,rating_is_PG-13,rating_is_R,genre_is_Action,genre_is_Adventure,genre_is_Black Comedy,genre_is_Comedy,genre_is_Concert/Performance,genre_is_Documentary,genre_is_Drama,genre_is_Horror,genre_is_Musical,genre_is_Romantic Comedy,genre_is_Thriller/Suspense,genre_is_Western,month,day,season,is_animation,budget,runtime
Dangerous Minds,1995.6054794520549,3,1.788,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,11,3,0.0,44167093.175853014,99.0
The Distinguished Gentleman,1992.9150684931508,3,2.343,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,4,4,0.0,104296151.10477546,112.0
The Secret World of Arietty,2012.128767123288,2,3.237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,17,1,0.0,28042588.220946535,103.0
The Princess Diaries,2001.5835616438355,3,3.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,3,3,0.0,61141925.4658385,115.0
Step Up 3D,2010.5917808219176,2,2.218,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,6,3,0.0,40263280.99203874,107.0
Underdog,2007.5835616438355,2,0.648,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3,3,0.0,35286507.31641442,81.0
Red Rock West,1994.0767123287671,1,3.237,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,28,1,0.0,43444062.0782726,103.0
Captain America: Civil War,2016.345205479452,4,9.566,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,6,2,0.0,304840067.16470766,147.0
Mr. Wrong,1996.1260273972605,2,10.367,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,1,0.0,41035117.909496486,96.0
Nixon,1995.958904109589,2,5.583,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,20,4,0.0,84493569.55380575,192.0
The Ref,1994.1890410958904,2,3.175,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,9,1,0.0,21722031.0391363,97.0
The Santa Clause 3: The Escape Clause,2006.830136986301,3,4.129,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,3,4,0.0,17419940.476190474,91.0
Ice Princess,2005.213698630137,2,2.223,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,18,1,0.0,37462237.58320532,98.0
King Arthur,2004.512328767124,3,7.106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,3,0.0,185911064.0550556,126.0
Nothing To Lose,1997.5424657534247,3,6.517,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,18,3,0.0,45584890.96573208,97.0
Herbie: Fully Loaded,2005.4712328767123,3,2.671,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,22,2,0.0,74924475.16641064,100.0
Father of the Bride,1991.958904109589,3,3.36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,20,4,0.0,42974302.49632893,105.0
You Again,2010.7232876712328,2,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,24,3,0.0,26842187.32802582,105.0
Treasure Planet,2002.8958904109588,2,4.367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,27,4,1.0,227747081.7120622,95.0
The Great Mouse Detective,1986.4986301369863,2,4.367,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,3,1.0,37382937.95620438,74.0
Cinderella,2015.2,4,24.48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,13,1,1.0,117300552.28106,105.0
Frozen,2013.8821917808216,4,2.168,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,22,4,1.0,188439282.78609353,102.0
Pirates of the Caribbean: On Stranger…,2011.383561643836,4,2.707,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,20,2,0.0,494395813.9762335,137.0
Zokkomon,2011.3068493150688,1,0.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,22,2,0.0,28622915.545992468,109.0
Gross Anatomy,1989.7945205479448,2,2.384,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,20,4,0.0,20061028.225806452,109.0
The Incredibles,2004.835616438356,4,12.541,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,5,4,0.0,142531815.7755426,115.0
Frank McKlusky C.I.,2002.002739726028,1,0.988,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,35788827.12618121,83.0
Taking Care of Business,1990.6219178082192,2,2.693,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,17,3,0.0,31347895.944912013,108.0
Tim Burton's The Nightmare Before Chr…,2006.7945205479448,2,3.237,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,20,4,0.0,31936557.539682537,103.0
Cocktail,1988.572602739726,3,3.117,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,29,3,0.0,49476754.015215546,104.0
Gun Shy,2000.0931506849315,1,0.6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0.0,16995063.87921022,101.0
Mr. Destiny,1990.772602739726,2,1.96,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,12,4,0.0,44782708.492731445,110.0
Herbie Goes to Monte Carlo,1977.4767123287672,3,2.313,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,24,2,0.0,106244389.43894388,105.0
Evita,1996.972602739726,3,4.289,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,25,4,0.0,102587794.77374122,135.0
Dark Water,2005.5150684931507,2,3.102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,3,0.0,44954685.099846385,105.0
Piglet's Big Movie,2003.2219178082191,2,2.82,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21,1,0.0,73163749.99999999,75.0
Kazaam,1996.539726027397,2,3.315,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,17,3,0.0,37304652.64499681,93.0
Déjà Vu,2006.8821917808216,3,10.707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11,22,4,0.0,108874627.97619046,126.0
Waking Sleeping Beauty,2010.235616438356,1,3.237,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,26,1,0.0,29526406.060828406,103.0
The Count of Monte Cristo,2002.0684931506848,3,4.311,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,1,0.0,56936770.42801555,131.0
The Program,1993.7232876712328,2,2.311,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,24,3,0.0,44556470.58823529,112.0
When in Rome,2010.0794520547945,2,2.547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,1,0.0,73816015.15207101,91.0
Born Yesterday,1993.235616438356,2,0.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,26,1,0.0,44556470.58823529,100.0
The Alamo,2004.271232876712,2,10.261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,2,0.0,224642535.73319212,137.0
Mad Love,1995.4,2,2.135,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,26,2,0.0,42246784.77690288,95.0
Armageddon,1998.495890410959,4,24.21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,3,0.0,251360122.69938645,151.0
Air Bud,1997.5780821917808,2,11.747,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,3,0.0,5470186.915887849,98.0
Fire Birds,1990.3945205479447,2,0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,24,2,0.0,49260979.34200459,85.0
The Black Cauldron,1985.558904109589,2,1.571,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,24,3,1.0,67996050.1858736,80.0
Oz the Great and Powerful,2013.186301369863,4,16.417,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,0.0,251252377.04812473,130.0
Two Much,1996.2054794520548,1,3.237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,15,1,0.0,41035117.909496486,103.0
102 Dalmatians,2000.8821917808216,3,2.764,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,22,4,0.0,144458042.97328687,100.0
The Pacifier,2005.1753424657527,3,5.991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,1,0.0,83915412.18637991,95.0
Prom,2011.3260273972603,1,2.126,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,29,2,0.0,10408332.925815444,104.0
Un indien dans la ville,1996.2246575342465,1,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,22,1,0.0,41035117.909496486,103.0
Annapolis,2006.07397260274,2,9.784,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27,1,0.0,37743204.36507936,108.0
The Country Bears,2002.564383561644,2,1.424,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,26,3,1.0,56936770.42801555,88.0
Planes: Fire and Rescue,2014.5424657534247,2,3.237,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,18,3,0.0,27196581.846444983,2.0
Tin Men,1987.1808219178083,2,2.815,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,6,1,0.0,56676144.36619718,112.0
Renaissance Man,1994.419178082192,2,3.078,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,0.0,78989203.77867745,128.0
Playing God,1997.786301369863,1,0.652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,17,4,0.0,21880747.663551398,94.0
Phenomenon,1996.5068493150684,3,5.697,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,3,0.0,59687444.2319949,123.0
Gnomeo and Juliet,2011.1123287671232,3,2.168,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,11,1,0.0,46837498.16616949,84.0
The Color of Money,1986.786301369863,3,16.016,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,17,4,0.0,36848895.98540146,119.0
Blackbeard's Ghost,1968.1041095890407,3,2.017,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,1,0.0,185011781.60919538,106.0
Ernest Scared Stupid,1991.7698630136983,2,1.887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,11,4,0.0,47271732.745961815,91.0
The Emperor's New Groove,2000.945205479452,3,3.753,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,15,4,1.0,169950638.7921022,78.0
Double Take,2001.0328767123287,2,2.239,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0.0,39659627.32919254,88.0
Rocket Man,1997.7671232876712,2,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,0.0,40114704.04984423,103.0
Mulan,1998.4630136986304,4,1.588,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,19,2,1.0,161588650.30674845,88.0
Song of the South,1946.854794520548,5,5.532,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,12,4,1.0,31891891.025641024,94.0
The Black Hole,1979.9616438356163,3,1.521,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,21,4,0.0,80621212.12121211,98.0
Raising Helen,2004.4054794520548,2,3.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,28,2,0.0,77462943.35627314,119.0
A Gun in Betty Lou's Handbag,1992.6328767123289,1,1.798,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,21,3,0.0,27116999.28724162,89.0
The Air Up There,1994.019178082192,2,3.315,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1,0.0,33570411.60593793,107.0
Roommates,1995.172602739726,2,2.105,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0.0,42246784.77690288,108.0
Morning Light,2008.786301369863,1,1.22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,17,4,0.0,29903949.31793797,97.0
Valiant,2005.627397260274,2,0.828,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,19,3,0.0,52447132.61648744,76.0
Down and Out in Beverly Hills,1986.0849315068488,3,3.642,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,31,1,0.0,37382937.95620438,103.0
Tarzan,1999.454794520548,4,2.764,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,16,2,1.0,228362244.8979592,88.0
The Royal Tenenbaums,2001.9424657534248,3,10.476,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12,14,4,0.0,34702173.91304348,110.0
James and the Giant Peach,1996.2794520547943,2,4.122,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,12,2,0.0,70878840.02549393,79.0
"Mystery, Alaska",1999.7424657534248,1,6.332,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,1,4,0.0,49185714.28571428,119.0
Last Dance,1996.33698630137,1,4.246,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,3,2,0.0,41035117.909496486,103.0
My Science Project,1985.6,1,0.694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,9,3,0.0,59836524.163568765,94.0
Homeward Bound II: Lost in San Franc…,1996.186301369863,2,3.237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,1,0.0,41035117.909496486,103.0
The Muppets,2011.8849315068487,3,3.603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,23,4,0.0,58546872.70771186,103.0
Turner & Hooch,1989.5698630136983,3,4.131,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,28,3,0.0,30681572.58064516,100.0
Oceans,2010.3068493150688,2,3.47,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,22,2,0.0,29526406.060828406,84.0
It's Pat,1994.6465753424657,1,1.339,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,26,3,0.0,43444062.0782726,74.0
The Finest Hours,2016.0794520547945,2,1.998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,29,1,0.0,97548821.49270645,117.0
Shoot to Kill,1988.1150684931504,2,4.131,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1,0.0,54424429.4167371,109.0
Hannah Montana the Movie,2009.27397260274,3,1.914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,10,2,0.0,47744328.484130934,102.0
First Kid,1996.657534246576,2,3.146,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,30,3,0.0,41035117.909496486,101.0
Consenting Adults,1992.783561643836,2,4.561,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10,16,4,0.0,37546614.39771916,99.0
Dan in Real Life,2007.7945205479448,2,0.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,20,4,0.0,35286507.31641442,98.0
Sorority Boys,2002.2246575342465,1,5.118,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,22,1,0.0,19521178.432462476,93.0
Simon Birch,1998.6876712328767,2,2.547,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,11,3,0.0,35908588.95705521,114.0
In the Army Now,1994.6082191780824,2,2.813,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,12,3,0.0,43444062.0782726,91.0
Bad Company,2002.4301369863008,2,3.454,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0.0,113873540.8560311,116.0
Wreck-It Ralph,2012.827397260274,4,3.104,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,4,1.0,210319411.65709904,101.0
Iron Man 3,2013.33698630137,4,4.971,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0.0,251252377.04812473,130.0
Cinderella,1950.123287671233,5,3.011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,15,1,1.0,35215746.8879668,74.0
One Magic Christmas,1985.8821917808216,2,1.646,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,22,4,0.0,59836524.163568765,88.0
Beverly Hills Chihuahua,2008.74794520548,3,7.649,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,3,4,0.0,27185408.470852703,91.0
WALL-E,2008.4849315068493,4,3.237,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,27,2,0.0,29903949.31793797,44.0
Aladdin,1992.8520547945209,4,4.367,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,4,1.0,58405844.618674256,90.0
Casanova,2005.972602739726,1,9.398,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12,25,4,0.0,32966769.073220678,112.0
Thor: The Dark World,2013.8438356164384,4,4.734,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,8,4,0.0,213564520.49090603,112.0
Monkey Kingdom,2015.293150684932,1,1.888,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,17,2,0.0,27164338.422982313,81.0
Ernest Saves Christmas,1988.8520547945209,2,1.887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,4,0.0,14843026.204564665,95.0
Hannah Montana/Miley Cyrus: Best of B…,2008.0849315068488,3,3.237,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0.0,29903949.31793797,103.0
Saving Mr. Banks,2013.9397260273968,3,10.261,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,13,4,0.0,43969165.983421825,125.0
The Aristocats,1970.3123287671235,4,4.607,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,24,2,1.0,30170618.556701034,78.0
Calendar Girls,2003.9561643835616,2,0.6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,19,4,0.0,15905163.043478258,108.0
Unstrung Heroes,1995.6986301369864,1,19.769,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,15,3,0.0,42246784.77690288,93.0
Three Fugitives,1989.07397260274,3,4.531,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27,1,0.0,35401814.51612903,96.0
Tomorrowland,2015.3890410958904,3,12.541,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,22,2,0.0,234601104.56212,130.0
The Village,2004.5753424657528,3,13.806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,30,3,0.0,92955532.0275278,108.0
"Alexander and the Terrible, Horrible,…",2014.7671232876712,2,2.223,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,4,0.0,34613831.44092998,81.0
Arachnophobia,1990.5424657534247,3,4.799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,18,3,0.0,69413198.16373375,109.0
Lincoln,2012.8465753424657,3,35.554,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,9,4,0.0,82853101.5618875,149.0
The Horse Whisperer,1998.3698630136987,3,14.97,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,15,2,0.0,107725766.87116565,170.0
Muppets Most Wanted,2014.2219178082191,2,3.603,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,21,1,0.0,61810413.28737496,107.0
Fantasia 2000 (IMAX),2000.002739726028,3,3.237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0.0,37389140.534262486,103.0
Spaced Invaders,1990.3205479452056,2,4.963,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,27,2,0.0,6717406.273909717,100.0
Just Visiting,2001.2630136986304,1,1.38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,2,0.0,57836956.52173912,88.0
Holes,2003.295890410959,3,2.549,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,18,2,0.0,31810326.086956516,117.0
The Last Shot,2004.7232876712328,1,1.882,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,24,3,0.0,34083695.07676019,90.0
The Jungle Book,1967.7890410958903,5,4.607,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,18,4,0.0,35048502.994011976,78.0
Meet the Robinsons,2007.2465753424656,3,2.437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,30,1,1.0,211719043.8984865,95.0
Dead Poets Society,1989.4164383561645,4,3.857,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,2,0.0,38705983.87096774,128.0
Avengers: Age of Ultron,2015.331506849315,4,9.807,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0.0,450681069.2903884,141.0
Man of the House,1995.172602739726,3,1.96,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,1,0.0,42246784.77690288,96.0
Bears,2014.295890410959,1,1.888,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,18,2,0.0,27196581.846444983,78.0
Passed Away,1992.3123287671235,1,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,24,2,0.0,45890306.4861012,96.0
ESPN's Ultimate X - The Movie,2002.3561643835617,1,3.237,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,10,2,0.0,35788827.12618121,103.0
Atlantis: The Lost Empire,2001.4328767123288,3,2.157,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,8,2,1.0,198298136.64596274,95.0
Ernest Goes to Camp,1987.3890410958904,2,1.887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,22,2,0.0,7728565.14084507,92.0
Teacher's Pet: The Movie,2004.0438356164384,1,3.237,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,0.0,34083695.07676019,103.0
Spy Hard,1996.3945205479447,2,0.605,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,24,2,0.0,33574187.38049713,81.0
Snow Dogs,2002.049315068493,3,2.183,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,1,0.0,56936770.42801555,99.0
Frankenweenie,2012.7534246575344,2,11.267,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,4,0.0,49711860.9371325,87.0
Tuck Everlasting,2002.7698630136983,2,1.145,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,11,4,0.0,24401473.040578097,90.0
Hauru no ugoku shiro,2005.4383561643835,1,3.237,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,10,2,0.0,32966769.073220678,103.0
Gedo Senki (Tales from Earthsea),2010.6109589041096,1,3.237,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,13,3,0.0,29526406.060828406,103.0
Return to Oz,1985.468493150685,2,5.112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,21,2,0.0,67996050.1858736,109.0
Disney's A Christmas Carol,2009.838356164384,3,3.237,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,6,4,0.0,30010720.76145373,64.0
Prefontaine,1997.0657534246573,1,0.84,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,1,0.0,14587165.109034268,106.0
Beaches,1988.9616438356163,3,3.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12,21,4,0.0,49476754.015215546,123.0
101 Dalmatians,1961.0684931506848,5,3.011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,1,0.0,39151170.568561874,82.0
The Last Song,2010.2493150684927,2,1.96,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,31,1,0.0,26842187.32802582,107.0
Father Hood,1993.6493150684933,1,1.796,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,27,3,0.0,44556470.58823529,95.0
Encino Man,1992.3890410958904,3,4.007,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,22,2,0.0,14601461.154668564,88.0
Sweet Home Alabama,2002.731506849315,3,2.744,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,27,3,0.0,48802946.081156194,108.0
Play it to the Bone,1999.9698630136984,1,4.339,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,24,4,0.0,42159183.67346939,124.0
The Odd Life of Timothy Green,2012.6164383561645,2,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,15,3,0.0,31866577.523802884,105.0
Honey I Blew Up the Kid,1992.539726027397,3,1.87,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,17,3,0.0,83436920.88382037,89.0
Hercules,1997.4465753424656,3,4.367,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,2,1.0,154988629.28348908,93.0
